grid_shape,sigma,learning_rate,epochs,n_clusters,cluster_counts,silhouette_score,davies_bouldin_score,calinski_harabasz_score
6x6,1.0,0.01,300,26,"{np.int64(0): np.int64(10), np.int64(1): np.int64(8), np.int64(3): np.int64(7), np.int64(4): np.int64(9), np.int64(5): np.int64(7), np.int64(6): np.int64(8), np.int64(7): np.int64(8), np.int64(8): np.int64(4), np.int64(9): np.int64(1), np.int64(10): np.int64(5), np.int64(11): np.int64(4), np.int64(12): np.int64(6), np.int64(13): np.int64(5), np.int64(14): np.int64(6), np.int64(16): np.int64(6), np.int64(17): np.int64(7), np.int64(18): np.int64(10), np.int64(19): np.int64(7), np.int64(20): np.int64(6), np.int64(21): np.int64(2), np.int64(23): np.int64(4), np.int64(24): np.int64(3), np.int64(25): np.int64(3), np.int64(26): np.int64(7), np.int64(27): np.int64(3), np.int64(32): np.int64(4)}",0.18517006544064055,1.2012172841905733,209.842097417483
6x6,1.0,0.01,500,32,"{np.int64(0): np.int64(6), np.int64(1): np.int64(5), np.int64(2): np.int64(8), np.int64(4): np.int64(7), np.int64(5): np.int64(5), np.int64(6): np.int64(7), np.int64(7): np.int64(4), np.int64(8): np.int64(2), np.int64(10): np.int64(5), np.int64(11): np.int64(10), np.int64(12): np.int64(6), np.int64(13): np.int64(2), np.int64(14): np.int64(8), np.int64(15): np.int64(2), np.int64(16): np.int64(3), np.int64(17): np.int64(13), np.int64(18): np.int64(6), np.int64(19): np.int64(5), np.int64(20): np.int64(2), np.int64(21): np.int64(5), np.int64(23): np.int64(6), np.int64(24): np.int64(6), np.int64(25): np.int64(4), np.int64(26): np.int64(2), np.int64(27): np.int64(1), np.int64(28): np.int64(1), np.int64(29): np.int64(1), np.int64(30): np.int64(2), np.int64(31): np.int64(2), np.int64(32): np.int64(6), np.int64(33): np.int64(5), np.int64(34): np.int64(3)}",0.17079495129044586,1.1256946637103669,202.31065601412834
6x6,1.0,0.1,50,33,"{np.int64(0): np.int64(3), np.int64(1): np.int64(3), np.int64(2): np.int64(2), np.int64(4): np.int64(6), np.int64(5): np.int64(7), np.int64(6): np.int64(4), np.int64(7): np.int64(5), np.int64(8): np.int64(6), np.int64(9): np.int64(1), np.int64(10): np.int64(7), np.int64(11): np.int64(10), np.int64(12): np.int64(1), np.int64(13): np.int64(3), np.int64(14): np.int64(4), np.int64(15): np.int64(1), np.int64(16): np.int64(4), np.int64(17): np.int64(9), np.int64(18): np.int64(5), np.int64(19): np.int64(6), np.int64(20): np.int64(5), np.int64(21): np.int64(4), np.int64(23): np.int64(7), np.int64(24): np.int64(2), np.int64(25): np.int64(6), np.int64(26): np.int64(2), np.int64(27): np.int64(5), np.int64(28): np.int64(1), np.int64(30): np.int64(6), np.int64(31): np.int64(4), np.int64(32): np.int64(6), np.int64(33): np.int64(4), np.int64(34): np.int64(5), np.int64(35): np.int64(6)}",0.17448861613425196,1.0643776465083428,203.94830546909935
6x6,1.0,0.1,100,31,"{np.int64(0): np.int64(5), np.int64(1): np.int64(6), np.int64(2): np.int64(10), np.int64(3): np.int64(4), np.int64(4): np.int64(9), np.int64(5): np.int64(5), np.int64(6): np.int64(2), np.int64(7): np.int64(3), np.int64(8): np.int64(3), np.int64(9): np.int64(2), np.int64(10): np.int64(1), np.int64(15): np.int64(1), np.int64(16): np.int64(2), np.int64(17): np.int64(4), np.int64(19): np.int64(5), np.int64(20): np.int64(7), np.int64(21): np.int64(5), np.int64(22): np.int64(3), np.int64(23): np.int64(9), np.int64(24): np.int64(5), np.int64(25): np.int64(5), np.int64(26): np.int64(2), np.int64(27): np.int64(6), np.int64(28): np.int64(4), np.int64(29): np.int64(7), np.int64(30): np.int64(7), np.int64(31): np.int64(8), np.int64(32): np.int64(7), np.int64(33): np.int64(5), np.int64(34): np.int64(5), np.int64(35): np.int64(3)}",0.20185072052368477,1.1067252314367326,206.0367039294474
6x6,1.0,0.1,200,32,"{np.int64(0): np.int64(8), np.int64(1): np.int64(11), np.int64(3): np.int64(4), np.int64(4): np.int64(5), np.int64(5): np.int64(5), np.int64(6): np.int64(10), np.int64(7): np.int64(8), np.int64(9): np.int64(2), np.int64(10): np.int64(4), np.int64(11): np.int64(3), np.int64(12): np.int64(7), np.int64(13): np.int64(5), np.int64(15): np.int64(4), np.int64(16): np.int64(2), np.int64(17): np.int64(6), np.int64(18): np.int64(1), np.int64(20): np.int64(3), np.int64(21): np.int64(6), np.int64(22): np.int64(1), np.int64(23): np.int64(3), np.int64(24): np.int64(3), np.int64(25): np.int64(3), np.int64(26): np.int64(7), np.int64(27): np.int64(2), np.int64(28): np.int64(6), np.int64(29): np.int64(2), np.int64(30): np.int64(2), np.int64(31): np.int64(7), np.int64(32): np.int64(5), np.int64(33): np.int64(5), np.int64(34): np.int64(5), np.int64(35): np.int64(5)}",0.19578705139080796,1.099846921413572,206.24224312913302
6x6,1.0,0.1,300,32,"{np.int64(1): np.int64(1), np.int64(2): np.int64(15), np.int64(3): np.int64(3), np.int64(4): np.int64(9), np.int64(5): np.int64(5), np.int64(6): np.int64(3), np.int64(7): np.int64(1), np.int64(9): np.int64(4), np.int64(10): np.int64(5), np.int64(11): np.int64(6), np.int64(12): np.int64(7), np.int64(13): np.int64(3), np.int64(14): np.int64(6), np.int64(15): np.int64(1), np.int64(17): np.int64(2), np.int64(18): np.int64(2), np.int64(19): np.int64(2), np.int64(20): np.int64(6), np.int64(21): np.int64(7), np.int64(22): np.int64(5), np.int64(24): np.int64(4), np.int64(25): np.int64(3), np.int64(26): np.int64(6), np.int64(27): np.int64(4), np.int64(28): np.int64(4), np.int64(29): np.int64(5), np.int64(30): np.int64(1), np.int64(31): np.int64(5), np.int64(32): np.int64(4), np.int64(33): np.int64(6), np.int64(34): np.int64(8), np.int64(35): np.int64(7)}",0.23029837845453136,1.0399599254445384,218.28613006175775
6x6,1.0,0.1,500,30,"{np.int64(0): np.int64(2), np.int64(1): np.int64(3), np.int64(2): np.int64(5), np.int64(3): np.int64(3), np.int64(4): np.int64(4), np.int64(5): np.int64(6), np.int64(6): np.int64(7), np.int64(7): np.int64(6), np.int64(8): np.int64(5), np.int64(9): np.int64(7), np.int64(10): np.int64(5), np.int64(11): np.int64(3), np.int64(12): np.int64(4), np.int64(13): np.int64(2), np.int64(14): np.int64(7), np.int64(15): np.int64(4), np.int64(16): np.int64(3), np.int64(17): np.int64(7), np.int64(22): np.int64(2), np.int64(23): np.int64(4), np.int64(24): np.int64(9), np.int64(25): np.int64(6), np.int64(26): np.int64(8), np.int64(27): np.int64(4), np.int64(29): np.int64(5), np.int64(30): np.int64(8), np.int64(31): np.int64(5), np.int64(32): np.int64(5), np.int64(33): np.int64(5), np.int64(35): np.int64(6)}",0.219823446987859,1.0987846686827558,227.34135506779637
6x6,1.0,0.5,50,31,"{np.int64(0): np.int64(1), np.int64(1): np.int64(4), np.int64(2): np.int64(6), np.int64(3): np.int64(5), np.int64(4): np.int64(3), np.int64(5): np.int64(3), np.int64(6): np.int64(6), np.int64(8): np.int64(2), np.int64(9): np.int64(8), np.int64(10): np.int64(6), np.int64(11): np.int64(4), np.int64(12): np.int64(4), np.int64(13): np.int64(8), np.int64(15): np.int64(7), np.int64(16): np.int64(6), np.int64(17): np.int64(5), np.int64(18): np.int64(8), np.int64(19): np.int64(5), np.int64(21): np.int64(5), np.int64(22): np.int64(7), np.int64(23): np.int64(3), np.int64(24): np.int64(4), np.int64(25): np.int64(5), np.int64(27): np.int64(5), np.int64(28): np.int64(2), np.int64(29): np.int64(8), np.int64(30): np.int64(3), np.int64(31): np.int64(6), np.int64(33): np.int64(1), np.int64(34): np.int64(4), np.int64(35): np.int64(6)}",0.2436263133445912,1.0255119447706087,237.11454255851234
6x6,1.0,0.5,100,33,"{np.int64(0): np.int64(4), np.int64(1): np.int64(3), np.int64(2): np.int64(5), np.int64(3): np.int64(3), np.int64(4): np.int64(8), np.int64(5): np.int64(6), np.int64(6): np.int64(6), np.int64(7): np.int64(2), np.int64(8): np.int64(5), np.int64(9): np.int64(2), np.int64(10): np.int64(4), np.int64(11): np.int64(5), np.int64(12): np.int64(3), np.int64(13): np.int64(8), np.int64(14): np.int64(4), np.int64(15): np.int64(6), np.int64(16): np.int64(8), np.int64(17): np.int64(1), np.int64(19): np.int64(1), np.int64(20): np.int64(2), np.int64(21): np.int64(2), np.int64(22): np.int64(2), np.int64(23): np.int64(4), np.int64(24): np.int64(4), np.int64(25): np.int64(9), np.int64(26): np.int64(4), np.int64(27): np.int64(1), np.int64(29): np.int64(4), np.int64(30): np.int64(5), np.int64(31): np.int64(11), np.int64(32): np.int64(9), np.int64(33): np.int64(7), np.int64(35): np.int64(2)}",0.23773926993597502,0.9194933117581829,218.43997218436874
6x6,1.0,0.5,200,31,"{np.int64(0): np.int64(6), np.int64(1): np.int64(7), np.int64(2): np.int64(3), np.int64(3): np.int64(6), np.int64(4): np.int64(5), np.int64(5): np.int64(2), np.int64(6): np.int64(5), np.int64(7): np.int64(4), np.int64(8): np.int64(5), np.int64(9): np.int64(7), np.int64(10): np.int64(5), np.int64(11): np.int64(9), np.int64(12): np.int64(2), np.int64(13): np.int64(4), np.int64(14): np.int64(5), np.int64(15): np.int64(6), np.int64(16): np.int64(2), np.int64(17): np.int64(5), np.int64(22): np.int64(2), np.int64(23): np.int64(6), np.int64(24): np.int64(5), np.int64(25): np.int64(5), np.int64(26): np.int64(5), np.int64(27): np.int64(8), np.int64(29): np.int64(4), np.int64(30): np.int64(3), np.int64(31): np.int64(5), np.int64(32): np.int64(8), np.int64(33): np.int64(4), np.int64(34): np.int64(6), np.int64(35): np.int64(1)}",0.2615562200875947,0.9828683611516529,245.64524516594668
6x6,1.0,0.5,300,33,"{np.int64(1): np.int64(5), np.int64(2): np.int64(4), np.int64(3): np.int64(4), np.int64(4): np.int64(5), np.int64(5): np.int64(6), np.int64(6): np.int64(4), np.int64(8): np.int64(3), np.int64(9): np.int64(3), np.int64(10): np.int64(4), np.int64(11): np.int64(7), np.int64(12): np.int64(8), np.int64(14): np.int64(3), np.int64(15): np.int64(6), np.int64(16): np.int64(5), np.int64(17): np.int64(3), np.int64(18): np.int64(5), np.int64(19): np.int64(1), np.int64(20): np.int64(4), np.int64(21): np.int64(4), np.int64(22): np.int64(4), np.int64(23): np.int64(5), np.int64(24): np.int64(10), np.int64(25): np.int64(4), np.int64(26): np.int64(3), np.int64(27): np.int64(7), np.int64(28): np.int64(3), np.int64(29): np.int64(1), np.int64(30): np.int64(9), np.int64(31): np.int64(9), np.int64(32): np.int64(1), np.int64(33): np.int64(6), np.int64(34): np.int64(1), np.int64(35): np.int64(3)}",0.24938295121697032,0.9245328280853866,226.93060127941615
6x6,1.0,0.5,500,32,"{np.int64(0): np.int64(6), np.int64(1): np.int64(5), np.int64(3): np.int64(4), np.int64(4): np.int64(5), np.int64(6): np.int64(8), np.int64(7): np.int64(4), np.int64(8): np.int64(3), np.int64(9): np.int64(3), np.int64(11): np.int64(4), np.int64(12): np.int64(3), np.int64(13): np.int64(7), np.int64(14): np.int64(7), np.int64(15): np.int64(3), np.int64(16): np.int64(1), np.int64(17): np.int64(8), np.int64(18): np.int64(5), np.int64(19): np.int64(4), np.int64(20): np.int64(4), np.int64(21): np.int64(2), np.int64(22): np.int64(4), np.int64(23): np.int64(5), np.int64(24): np.int64(3), np.int64(25): np.int64(1), np.int64(26): np.int64(9), np.int64(27): np.int64(1), np.int64(28): np.int64(9), np.int64(29): np.int64(10), np.int64(30): np.int64(4), np.int64(31): np.int64(6), np.int64(32): np.int64(3), np.int64(34): np.int64(5), np.int64(35): np.int64(4)}",0.2570095481946355,0.900343048348147,237.36860538949807
6x6,1.0,0.9,50,31,"{np.int64(0): np.int64(5), np.int64(1): np.int64(2), np.int64(2): np.int64(5), np.int64(3): np.int64(4), np.int64(4): np.int64(1), np.int64(5): np.int64(6), np.int64(6): np.int64(6), np.int64(7): np.int64(3), np.int64(9): np.int64(3), np.int64(10): np.int64(3), np.int64(11): np.int64(5), np.int64(12): np.int64(4), np.int64(13): np.int64(7), np.int64(14): np.int64(3), np.int64(15): np.int64(5), np.int64(16): np.int64(3), np.int64(17): np.int64(4), np.int64(18): np.int64(1), np.int64(21): np.int64(2), np.int64(22): np.int64(3), np.int64(23): np.int64(8), np.int64(24): np.int64(9), np.int64(25): np.int64(10), np.int64(26): np.int64(7), np.int64(28): np.int64(5), np.int64(29): np.int64(3), np.int64(30): np.int64(5), np.int64(31): np.int64(11), np.int64(32): np.int64(7), np.int64(34): np.int64(6), np.int64(35): np.int64(4)}",0.2613582066410585,0.9614515542051627,239.43591003252425
6x6,1.0,0.9,100,32,"{np.int64(0): np.int64(5), np.int64(1): np.int64(3), np.int64(2): np.int64(7), np.int64(3): np.int64(4), np.int64(4): np.int64(2), np.int64(5): np.int64(5), np.int64(6): np.int64(4), np.int64(7): np.int64(2), np.int64(8): np.int64(3), np.int64(9): np.int64(5), np.int64(10): np.int64(1), np.int64(11): np.int64(5), np.int64(12): np.int64(5), np.int64(13): np.int64(6), np.int64(14): np.int64(5), np.int64(15): np.int64(4), np.int64(16): np.int64(3), np.int64(17): np.int64(3), np.int64(21): np.int64(5), np.int64(22): np.int64(4), np.int64(23): np.int64(8), np.int64(24): np.int64(8), np.int64(25): np.int64(6), np.int64(26): np.int64(11), np.int64(28): np.int64(3), np.int64(29): np.int64(2), np.int64(30): np.int64(3), np.int64(31): np.int64(5), np.int64(32): np.int64(12), np.int64(33): np.int64(5), np.int64(34): np.int64(1), np.int64(35): np.int64(5)}",0.24458835056606262,0.9847660306065941,239.74883979675772
6x6,1.0,0.9,200,32,"{np.int64(0): np.int64(4), np.int64(1): np.int64(2), np.int64(2): np.int64(6), np.int64(3): np.int64(4), np.int64(4): np.int64(5), np.int64(5): np.int64(5), np.int64(6): np.int64(6), np.int64(7): np.int64(3), np.int64(8): np.int64(3), np.int64(9): np.int64(4), np.int64(10): np.int64(7), np.int64(11): np.int64(2), np.int64(12): np.int64(4), np.int64(13): np.int64(5), np.int64(14): np.int64(3), np.int64(15): np.int64(5), np.int64(16): np.int64(3), np.int64(17): np.int64(3), np.int64(20): np.int64(2), np.int64(21): np.int64(4), np.int64(22): np.int64(5), np.int64(23): np.int64(3), np.int64(24): np.int64(5), np.int64(25): np.int64(11), np.int64(26): np.int64(5), np.int64(28): np.int64(3), np.int64(29): np.int64(5), np.int64(30): np.int64(9), np.int64(31): np.int64(8), np.int64(32): np.int64(9), np.int64(33): np.int64(3), np.int64(35): np.int64(4)}",0.2443685876875999,1.03826692906358,234.63639129037338
6x6,1.0,0.9,300,32,"{np.int64(0): np.int64(6), np.int64(1): np.int64(8), np.int64(2): np.int64(4), np.int64(3): np.int64(5), np.int64(4): np.int64(1), np.int64(5): np.int64(5), np.int64(6): np.int64(5), np.int64(7): np.int64(5), np.int64(8): np.int64(3), np.int64(9): np.int64(4), np.int64(10): np.int64(3), np.int64(11): np.int64(2), np.int64(12): np.int64(4), np.int64(13): np.int64(3), np.int64(14): np.int64(5), np.int64(15): np.int64(5), np.int64(16): np.int64(5), np.int64(17): np.int64(4), np.int64(18): np.int64(3), np.int64(19): np.int64(4), np.int64(20): np.int64(3), np.int64(23): np.int64(1), np.int64(24): np.int64(1), np.int64(25): np.int64(2), np.int64(27): np.int64(10), np.int64(28): np.int64(5), np.int64(29): np.int64(9), np.int64(30): np.int64(4), np.int64(31): np.int64(6), np.int64(33): np.int64(3), np.int64(34): np.int64(13), np.int64(35): np.int64(9)}",0.2407710434327286,0.9141174325322741,235.83520036493198
6x6,1.0,0.9,500,32,"{np.int64(0): np.int64(4), np.int64(2): np.int64(3), np.int64(3): np.int64(6), np.int64(4): np.int64(10), np.int64(5): np.int64(1), np.int64(6): np.int64(5), np.int64(7): np.int64(9), np.int64(8): np.int64(1), np.int64(9): np.int64(5), np.int64(10): np.int64(5), np.int64(11): np.int64(6), np.int64(12): np.int64(10), np.int64(13): np.int64(5), np.int64(14): np.int64(2), np.int64(15): np.int64(2), np.int64(16): np.int64(5), np.int64(17): np.int64(5), np.int64(18): np.int64(5), np.int64(20): np.int64(6), np.int64(21): np.int64(5), np.int64(22): np.int64(4), np.int64(23): np.int64(4), np.int64(24): np.int64(9), np.int64(26): np.int64(3), np.int64(27): np.int64(3), np.int64(28): np.int64(4), np.int64(29): np.int64(5), np.int64(30): np.int64(3), np.int64(32): np.int64(3), np.int64(33): np.int64(5), np.int64(34): np.int64(2), np.int64(35): np.int64(5)}",0.23780071212973686,0.9973139213344762,243.26099238668982
6x6,1.0,1.0,50,32,"{np.int64(0): np.int64(6), np.int64(1): np.int64(3), np.int64(2): np.int64(5), np.int64(3): np.int64(12), np.int64(4): np.int64(8), np.int64(5): np.int64(3), np.int64(6): np.int64(3), np.int64(7): np.int64(1), np.int64(9): np.int64(11), np.int64(10): np.int64(7), np.int64(11): np.int64(4), np.int64(12): np.int64(6), np.int64(13): np.int64(4), np.int64(14): np.int64(3), np.int64(18): np.int64(3), np.int64(19): np.int64(2), np.int64(20): np.int64(6), np.int64(21): np.int64(4), np.int64(22): np.int64(1), np.int64(23): np.int64(4), np.int64(24): np.int64(6), np.int64(25): np.int64(4), np.int64(26): np.int64(5), np.int64(27): np.int64(3), np.int64(28): np.int64(6), np.int64(29): np.int64(5), np.int64(30): np.int64(5), np.int64(31): np.int64(3), np.int64(32): np.int64(7), np.int64(33): np.int64(3), np.int64(34): np.int64(2), np.int64(35): np.int64(5)}",0.2366584046940174,1.0540443257841228,230.4509337008413
6x6,1.0,1.0,100,33,"{np.int64(0): np.int64(6), np.int64(1): np.int64(4), np.int64(2): np.int64(3), np.int64(3): np.int64(6), np.int64(4): np.int64(6), np.int64(5): np.int64(1), np.int64(6): np.int64(5), np.int64(7): np.int64(10), np.int64(8): np.int64(1), np.int64(9): np.int64(5), np.int64(10): np.int64(4), np.int64(11): np.int64(5), np.int64(12): np.int64(7), np.int64(13): np.int64(8), np.int64(15): np.int64(2), np.int64(16): np.int64(2), np.int64(17): np.int64(6), np.int64(18): np.int64(5), np.int64(19): np.int64(5), np.int64(20): np.int64(2), np.int64(21): np.int64(3), np.int64(22): np.int64(5), np.int64(23): np.int64(5), np.int64(26): np.int64(3), np.int64(27): np.int64(6), np.int64(28): np.int64(1), np.int64(29): np.int64(5), np.int64(30): np.int64(5), np.int64(31): np.int64(4), np.int64(32): np.int64(3), np.int64(33): np.int64(7), np.int64(34): np.int64(4), np.int64(35): np.int64(6)}",0.23432666468933963,0.9990417254867774,232.61876504480134
6x6,1.0,1.0,200,32,"{np.int64(0): np.int64(3), np.int64(1): np.int64(3), np.int64(3): np.int64(3), np.int64(4): np.int64(6), np.int64(5): np.int64(6), np.int64(6): np.int64(7), np.int64(7): np.int64(5), np.int64(9): np.int64(5), np.int64(10): np.int64(5), np.int64(11): np.int64(5), np.int64(12): np.int64(3), np.int64(13): np.int64(7), np.int64(15): np.int64(5), np.int64(16): np.int64(7), np.int64(17): np.int64(5), np.int64(18): np.int64(9), np.int64(19): np.int64(4), np.int64(20): np.int64(2), np.int64(21): np.int64(6), np.int64(22): np.int64(3), np.int64(23): np.int64(5), np.int64(24): np.int64(8), np.int64(26): np.int64(4), np.int64(27): np.int64(3), np.int64(28): np.int64(4), np.int64(29): np.int64(6), np.int64(30): np.int64(1), np.int64(31): np.int64(4), np.int64(32): np.int64(6), np.int64(33): np.int64(5), np.int64(34): np.int64(4), np.int64(35): np.int64(1)}",0.2556643391105354,0.9624309501076639,238.9464901953265
6x6,1.0,1.0,300,33,"{np.int64(0): np.int64(4), np.int64(1): np.int64(1), np.int64(3): np.int64(3), np.int64(4): np.int64(5), np.int64(5): np.int64(8), np.int64(6): np.int64(1), np.int64(7): np.int64(4), np.int64(9): np.int64(9), np.int64(10): np.int64(10), np.int64(11): np.int64(9), np.int64(12): np.int64(3), np.int64(13): np.int64(3), np.int64(14): np.int64(2), np.int64(16): np.int64(5), np.int64(17): np.int64(1), np.int64(18): np.int64(7), np.int64(19): np.int64(6), np.int64(20): np.int64(3), np.int64(21): np.int64(2), np.int64(22): np.int64(2), np.int64(23): np.int64(4), np.int64(24): np.int64(3), np.int64(25): np.int64(4), np.int64(26): np.int64(5), np.int64(27): np.int64(4), np.int64(28): np.int64(4), np.int64(29): np.int64(6), np.int64(30): np.int64(3), np.int64(31): np.int64(6), np.int64(32): np.int64(5), np.int64(33): np.int64(6), np.int64(34): np.int64(3), np.int64(35): np.int64(9)}",0.2685533096723067,0.8961087101114551,264.73458644989273
6x6,1.0,1.0,500,32,"{np.int64(0): np.int64(9), np.int64(1): np.int64(5), np.int64(2): np.int64(3), np.int64(4): np.int64(6), np.int64(5): np.int64(4), np.int64(6): np.int64(9), np.int64(7): np.int64(13), np.int64(8): np.int64(10), np.int64(10): np.int64(2), np.int64(11): np.int64(1), np.int64(12): np.int64(1), np.int64(15): np.int64(3), np.int64(16): np.int64(4), np.int64(17): np.int64(3), np.int64(18): np.int64(4), np.int64(19): np.int64(6), np.int64(20): np.int64(5), np.int64(21): np.int64(4), np.int64(22): np.int64(3), np.int64(23): np.int64(4), np.int64(24): np.int64(2), np.int64(25): np.int64(3), np.int64(26): np.int64(4), np.int64(27): np.int64(3), np.int64(28): np.int64(5), np.int64(29): np.int64(5), np.int64(30): np.int64(4), np.int64(31): np.int64(2), np.int64(32): np.int64(5), np.int64(33): np.int64(4), np.int64(34): np.int64(8), np.int64(35): np.int64(6)}",0.23158809282498793,0.952170496643534,230.34004493000515
6x6,1.5,0.01,50,20,"{np.int64(0): np.int64(6), np.int64(1): np.int64(13), np.int64(6): np.int64(12), np.int64(7): np.int64(7), np.int64(12): np.int64(12), np.int64(14): np.int64(2), np.int64(15): np.int64(5), np.int64(20): np.int64(5), np.int64(21): np.int64(9), np.int64(22): np.int64(5), np.int64(24): np.int64(11), np.int64(25): np.int64(2), np.int64(26): np.int64(3), np.int64(27): np.int64(8), np.int64(28): np.int64(2), np.int64(30): np.int64(5), np.int64(31): np.int64(14), np.int64(32): np.int64(13), np.int64(33): np.int64(12), np.int64(34): np.int64(4)}",0.10976297528524893,1.4037969788719489,201.94572928403556
6x6,1.5,0.01,100,28,"{np.int64(0): np.int64(1), np.int64(1): np.int64(6), np.int64(2): np.int64(5), np.int64(3): np.int64(8), np.int64(4): np.int64(8), np.int64(5): np.int64(10), np.int64(6): np.int64(2), np.int64(8): np.int64(6), np.int64(9): np.int64(2), np.int64(10): np.int64(6), np.int64(11): np.int64(2), np.int64(12): np.int64(3), np.int64(13): np.int64(3), np.int64(14): np.int64(2), np.int64(15): np.int64(7), np.int64(16): np.int64(3), np.int64(17): np.int64(7), np.int64(19): np.int64(5), np.int64(20): np.int64(6), np.int64(21): np.int64(1), np.int64(24): np.int64(3), np.int64(25): np.int64(3), np.int64(28): np.int64(7), np.int64(29): np.int64(12), np.int64(31): np.int64(1), np.int64(33): np.int64(16), np.int64(34): np.int64(6), np.int64(35): np.int64(9)}",0.15693925443289614,1.2758698348624615,187.00014741813368
6x6,1.5,0.01,200,32,"{np.int64(0): np.int64(8), np.int64(1): np.int64(7), np.int64(2): np.int64(6), np.int64(3): np.int64(4), np.int64(4): np.int64(4), np.int64(5): np.int64(5), np.int64(6): np.int64(3), np.int64(7): np.int64(5), np.int64(8): np.int64(2), np.int64(9): np.int64(4), np.int64(10): np.int64(3), np.int64(11): np.int64(1), np.int64(12): np.int64(6), np.int64(13): np.int64(1), np.int64(14): np.int64(5), np.int64(15): np.int64(6), np.int64(16): np.int64(2), np.int64(17): np.int64(3), np.int64(21): np.int64(2), np.int64(22): np.int64(6), np.int64(23): np.int64(3), np.int64(24): np.int64(8), np.int64(25): np.int64(6), np.int64(26): np.int64(4), np.int64(28): np.int64(3), np.int64(29): np.int64(7), np.int64(30): np.int64(11), np.int64(31): np.int64(10), np.int64(32): np.int64(10), np.int64(33): np.int64(1), np.int64(34): np.int64(1), np.int64(35): np.int64(3)}",0.14187576218697923,1.2499511692460539,178.09780090931565
6x6,1.5,0.01,300,32,"{np.int64(0): np.int64(1), np.int64(2): np.int64(7), np.int64(3): np.int64(13), np.int64(4): np.int64(8), np.int64(5): np.int64(10), np.int64(6): np.int64(5), np.int64(9): np.int64(2), np.int64(10): np.int64(4), np.int64(11): np.int64(6), np.int64(12): np.int64(5), np.int64(13): np.int64(2), np.int64(14): np.int64(5), np.int64(15): np.int64(1), np.int64(17): np.int64(4), np.int64(18): np.int64(4), np.int64(19): np.int64(6), np.int64(20): np.int64(6), np.int64(21): np.int64(2), np.int64(22): np.int64(7), np.int64(23): np.int64(5), np.int64(24): np.int64(3), np.int64(25): np.int64(8), np.int64(26): np.int64(1), np.int64(27): np.int64(2), np.int64(28): np.int64(1), np.int64(29): np.int64(4), np.int64(30): np.int64(7), np.int64(31): np.int64(5), np.int64(32): np.int64(3), np.int64(33): np.int64(7), np.int64(34): np.int64(4), np.int64(35): np.int64(2)}",0.16292828678378551,1.0892403469357852,192.77499975393374
6x6,1.5,0.01,500,32,"{np.int64(0): np.int64(7), np.int64(1): np.int64(5), np.int64(2): np.int64(2), np.int64(4): np.int64(5), np.int64(5): np.int64(5), np.int64(6): np.int64(7), np.int64(7): np.int64(5), np.int64(8): np.int64(3), np.int64(10): np.int64(6), np.int64(11): np.int64(8), np.int64(12): np.int64(8), np.int64(13): np.int64(2), np.int64(14): np.int64(7), np.int64(15): np.int64(1), np.int64(16): np.int64(4), np.int64(17): np.int64(7), np.int64(18): np.int64(3), np.int64(19): np.int64(6), np.int64(20): np.int64(5), np.int64(21): np.int64(1), np.int64(22): np.int64(8), np.int64(23): np.int64(7), np.int64(24): np.int64(6), np.int64(25): np.int64(3), np.int64(26): np.int64(3), np.int64(27): np.int64(4), np.int64(30): np.int64(1), np.int64(31): np.int64(3), np.int64(32): np.int64(7), np.int64(33): np.int64(4), np.int64(34): np.int64(3), np.int64(35): np.int64(4)}",0.17280806134546942,1.1302089859455156,191.8254733839597
6x6,1.5,0.1,50,31,"{np.int64(0): np.int64(2), np.int64(1): np.int64(4), np.int64(3): np.int64(8), np.int64(4): np.int64(9), np.int64(5): np.int64(6), np.int64(6): np.int64(5), np.int64(7): np.int64(2), np.int64(9): np.int64(9), np.int64(10): np.int64(11), np.int64(11): np.int64(7), np.int64(12): np.int64(3), np.int64(13): np.int64(5), np.int64(14): np.int64(4), np.int64(18): np.int64(3), np.int64(19): np.int64(4), np.int64(20): np.int64(5), np.int64(21): np.int64(6), np.int64(22): np.int64(2), np.int64(23): np.int64(3), np.int64(24): np.int64(4), np.int64(25): np.int64(3), np.int64(26): np.int64(4), np.int64(27): np.int64(3), np.int64(28): np.int64(3), np.int64(29): np.int64(5), np.int64(30): np.int64(5), np.int64(31): np.int64(1), np.int64(32): np.int64(7), np.int64(33): np.int64(6), np.int64(34): np.int64(5), np.int64(35): np.int64(6)}",0.19491042710715847,1.1332864416374986,213.7549858431071
